moneysmartID,title,accountNames,accountNumbers,accountBanks,billerCode,merchantId,acquirerId,terminalId,moneysmartUrl,addresses,websites,emails,phones,fax,aliases,comment,legacyDetails,legacyAccountNumbers,legacyAliases,dateAdded,dateUpdated
2662,Gerstein Global Futures,,,,,,,,/companies-you-should-not-deal-with/gerstein-global-futures,,,,,,,,Germany Office August Schanz Strabe 10 A 58435 Frankfurt Main GermanyandUnited States Imperial Towers North Marine Drive Chicago&nbsp; IL&nbsp; 60613 Fax 1 77 365 44 907 support@gersteinglobal.com www.gersteinglobal.com,,, ,23-Aug-19
2663,GFC Investments,,,,,,,,/companies-you-should-not-deal-with/gfc-investments,,,,,,,,also known as Dartalon LtdAddress: Suite 305  Griffith Corporate Centre  1510  Beachmont Kingstown  St. Vincent and the Grenadines.Ph: +4932229990128Email: support@gfcinvestment.comWebsite: https://gfcinvestment.com,,, ,23-Aug-19
2664,Gibson Petersen Company Limited,,,,,,,,/companies-you-should-not-deal-with/gibson-petersen-company-limited,,,,,,,,(Information suggests Gibson Petersen has taken over United Capital Management Inc client accounts) Unit B  12C Floor Sino-Thai Tower 32/33 Sukhumvit 21 Road Klongtoey Nua Wattana  Bangkok Thailand,,, ,23-Aug-19
2665,Gilt Edged Equities LLC,,,,,,,,/companies-you-should-not-deal-with/gilt-edged-equities-llc,,,,,,,,60 Broad Street  New York NY 10004 United States Ph: 2123 447988,,, ,23-Aug-19
2666,GLFM Group Ltd,,,,,,,,/companies-you-should-not-deal-with/glfm-group-ltd,,,,,,,,4th Floor Statesman House Barakhamba Road Connaught Place New Delhi 110001 Ph: 91 11 3044 6422 Fax: 91 11 3044 6500 www.glfmgroup.com info@glfmgroup,,, ,23-Aug-19
2667,Global Asset Partners Ltd,,,,,,,,/companies-you-should-not-deal-with/global-asset-partners-ltd,,,,,,,,West Bay Street  Beaumont House 2nd Floor PO Box CB-13531 Nassau Bahamas,,, ,23-Aug-19
2668,Global Capital Australia,,,,,,,,/companies-you-should-not-deal-with/global-capital-australia,,,,,,,,www.globalcapitalaustralia.com,,, ,23-Aug-19
2669,Global Capital Group Mergers and Acquisitions,,,,,,,,/companies-you-should-not-deal-with/global-capital-group-mergers-and-acquisitions,,,,,,,,731 Lexington Avenue New York  NY 10022 Ph: 212 933 9154 infor@globalmergersacquisitions.com www.globalmergersacquisitions.com,,, ,23-Aug-19
2670,Global Capital Wealth,,,,,,,,/companies-you-should-not-deal-with/global-capital-wealth,,,,,,,,Web: http://www.globalcapitalwealth.com/,,, ,23-Aug-19
2671,Global Direct Financial,,,,,,,,/companies-you-should-not-deal-with/global-direct-financial,,,,,,,,Aura Executive Centre 695 Central Ave Suite 100 St Petersburg Florida USA 33701 Ph 1 866 379 6089 www.gdfinance.us,,, ,23-Aug-19
2672,Global E-Finance Investment Group,,,,,,,,/companies-you-should-not-deal-with/global-e-finance-investment-group,,,,,,,,18F Gloucester Tower The Landmark Central HONG KONG sAR CHINA Ph: 852 8197 3919 Fax: 852 3006 5341 www.globale-finanance.com (not current),,, ,23-Aug-19
2673,Global E-Finance Investment Group (1),,,,,,,,/companies-you-should-not-deal-with/global-e-finance-investment-group-1,,,,,,,,18F Gloucester Tower The Landmark Central Hong Kong &nbsp;SAR CHINA Ph: 852 8197 3919 Fax: 852 3006 5341 www.globale-finance.com,,, ,23-Aug-19
2674,Global Interactive,,,,,,,,/companies-you-should-not-deal-with/global-interactive,,,,,,,,Level 36  Hong Leong Building  16 Raffles Quay  Singapore. Telephone: 65 321 9149. Facsimile: 65 322 8558  Howard Hughes Parkway  Suite 200 Las Vegas. Nevada 89109  USA Telephone: 702 892 3915. Facsimile: 702 892 3916andLevel 25 Bank of China Tower  1 Garden Road  Central Hong Kong. Telephone: 852 2251 1623. Facsimile: 852 2251 1618. 3753,,, ,23-Aug-19
2675,Global Link Mergers and Acquisitions,,,,,,,,/companies-you-should-not-deal-with/global-link-mergers-and-acquisitions,,,,,,,,250 East Wisconsin Avenue 18th Floor Milwauke  Wisconsin USA 53202 www.globalinkma.com Phone 1 414 921 4465 Fax 1 414 435 3154,,, ,23-Aug-19
2676,Global M & A Commission,,,,,,,,/companies-you-should-not-deal-with/global-m-a-commission,,,,,,,,20 F Street  Washington  District of Columbia  200001 Ph: +1 202-548-7004 Fax: +1 202-332-5195 http://globalmacomm.com/index.phpAccount Name: TGS Frontier Enterprises Account Number: 0041 7000 5347 Bank Name: East West Banking CorporationAccount name: TGS Frontier Enterprises Account number: 17840000189 Bank name: Maybank PhillipinesAccount name: TGS Frontier Enterprises Account number: 00417005347 Bank name: East West Banking Corporation PhilippinesAccount name: Pulchira View Trading Account number: 0230053374200 Bank name: Security Bank Corporation PhilippinesAccount name: GTS Thunder Marketing Account number: 12370000482 Bank name: East West Banking Corporation PhilippinesAccount name: Ansioso Marketing Account number: 004170005339 Bank name: East West Banking Corporation PhilippinesAccount name: Transfer Trust Clearing Limited Account Number: 1813181315181 Bank name: Metrobank Philippines,0041 7000 5347|17840000189|00417005347|0230053374200|12370000482|004170005339|1813181315181,TGS Frontier Enterprises|TGS Frontier Enterprises|TGS Frontier Enterprises|Pulchira View Trading|GTS Thunder Marketing|Ansioso Marketing|Transfer Trust Clearing Limited, ,23-Aug-19
2677,Global Management Inc,,,,,,,,/companies-you-should-not-deal-with/global-management-inc,,,,,,,,411-1917 West 4th Avenue Vancouver  British Columbia Canada Ph: 604-505-0353 Fax: 604-608-9881 www.globalmanagementinc.com,,, ,23-Aug-19
2678,Global Metal and Commodities Exchange,,,,,,,,/companies-you-should-not-deal-with/global-metal-and-commodities-exchange,,,,,,,,www.gmcex.com,,, ,23-Aug-19
2679,Global Option Solutions,,,,,,,,/companies-you-should-not-deal-with/global-option-solutions,,,,,,,,32/F Tower 1 Millennium City 1 388 Kwun Tong Road Kwun Tong Kowloon Hong Kong China www.globaloptionsolutions.com,,, ,23-Aug-19
2680,Global Option Trading Co Ltd,,,,,,,,/companies-you-should-not-deal-with/global-option-trading-co-ltd,,,,,,,,14th Floor  253 Sukhumvit Soi 21 Asoke Road Bangkok 10110 Thailand,,, ,23-Aug-19
2681,Global Options Group,,,,,,,,/companies-you-should-not-deal-with/global-options-group,,,,,,,,55 South Vale #305 Arlington Heights Illinois 60005 USAand  201 South Biscayne Boulevard Miami Florida 33131 USA www.globaloptions.org www.globalcgp.com www.globaloptions.beand16/F  Bank of America Tower 12 Harcourt Road Central Hong Kongand3705  Bank of America Tower 12 Harcourt Road Central Hong Kong,,, ,23-Aug-19
2682,Global Options S.A./ Global Options (Belgique) SA,,,,,,,,/companies-you-should-not-deal-with/global-options-s-a-global-options-belgique-sa,,,,,,,,(linked to Macmar Investment Corporation)72 Avenue de Tervueren Bte4 B-1150 Brussels Belgium Ph: 32 280 80350 Fax: 32 279 19071 Email: info@global-options.be www.globaloptions.be,,, ,23-Aug-19
2683,Global Quest Emerging Fund LP,,,,,,,,/companies-you-should-not-deal-with/global-quest-emerging-fund-lp,,,,,,,,(also known as Hydro Environmental International)One Whitehall St New York NY 10004 Ph: 1 646 6520720 Fax: 1 646 786 4707 info@gqemerging.com,,, ,23-Aug-19
2684,Global Regulatory Authority,,,,,,,,/companies-you-should-not-deal-with/global-regulatory-authority,,,,,,,,100-0013 Tokyo-to Chiyoda-ku  Kasumigaseki Chome  Tokyo  100-0005http://www.globalregulatoryauthority.com,,, ,23-Aug-19
2685,Global Sun Solutions (GSS),,,,,,,,/companies-you-should-not-deal-with/global-sun-solutions-gss,,,,,,,,16/C Chinese Resources Building 5001 Shennan Road East Shenzen 518010 Ph: +8675586243853 accounts@ globalsunsolutions.comAccount name: RFP Ltd Account number: 744107065101 Bank name: China Citic Bank International LtdAccount name: Alfredson Limited Account number: 165 812 215 838 Bank name: HSBC Bank,744107065101|165 812 215 838,RFP Ltd|Alfredson Limited, ,23-Aug-19
2686,Global Trade and Transfer Ltd,,,,,,,,/companies-you-should-not-deal-with/global-trade-and-transfer-ltd,,,,,,,,PO Box 3321 Road Town  Tortola British Virgin IslandsandPSB Building 5th Floor 118 Viphavadi-Rangsit Road Chadtuchak Bangkok  Thailand  10900,,, ,23-Aug-19
2687,Global-Shopping.Net  Inc,,,,,,,,/companies-you-should-not-deal-with/global-shopping-net-inc,,,,,,,,2500 East Hallandale Beach Blvd Suite 604 Hallandale  Florida 33009 USAand  Level 36 Hong Leong Building 16 Raffles Quay SingaporeandLevel 25 Bank of China Tower 1 Garden Road Central Hong Kong Hong Kong,,, ,23-Aug-19
2688,GMEX,,,,,,,,/companies-you-should-not-deal-with/gmex,,,,,,,,(also known as Acomex and Extensa Financial Services)(formerly known as Vincy Options SA)Confederation Centre  1204 Genevawww.swissgmex.com,,, ,24-Oct-19
2689,GN Capital Ltd,,,,,,,,/companies-you-should-not-deal-with/gn-capital-ltd,,,,,,,,(also known as PWRTrade)P: +61-288-800-200 F: +44-203-808-8842 support@pwrtrade.com www.pwrtrade.com,,, ,23-Aug-19
2690,Go Trading Technologies Ltd,,,,,,,,/companies-you-should-not-deal-with/go-trading-technologies-ltd,,,,,,,,(also known as GOptions) 3rd floor C &amp; H Towers  Corner of Great Marlborough and Great George Streets  Roseau  Commonwealth of Dominica http://www.goptions.com,,, ,23-Aug-19
2691,Goldberg & Partners Inc,,,,,,,,/companies-you-should-not-deal-with/goldberg-partners-inc,,,,,,,,28th Floor  Tower 2 The Enterprise Center 6766 Ayala Ave Cor. Paseo de Roxas Makati City Philippines,,, ,23-Aug-19
2692,Golden Day Profit Kamyip Co. Limited,,,,,,,,/companies-you-should-not-deal-with/golden-day-profit-kamyip-co-limited,,,,,,,,Address: 15F Hong Kong &amp; Macau Building 156-157  Connaught Road  Central Sheung Wan  Hong KongPhone: 00852-2853 7617Fax: 00852-3113 1700Email: web@goldenday.hkWebsite: http://goldenday.hk/cont.php,,, ,23-Aug-19
2693,Golden Futures Incorporated (GFI),,,,,,,,/companies-you-should-not-deal-with/golden-futures-incorporated-gfi,,,,,,,,Blackford Glen Rd Edinburgh Scotland EH16 6 UK Ph: 44 131 208 2959 admin@goldenfutinc.com www.goldenfutinc.com Ph: 45 369 46676,,, ,23-Aug-19
2694,Golden Medallion Trading,,,,,,,,/companies-you-should-not-deal-with/golden-medallion-trading,,,,,,,,Golden Medallion Trading Stanford Trading Centre - Suite 1400 14001 North Dallas Parkway Dallas  Texas 75240 Ph 1 866 296 7051 Fax 1 817 977 5237 info@goldenmedallion.us,,, ,23-Aug-19
2695,Goldenberg Limited,,,,,,,,/companies-you-should-not-deal-with/goldenberg-limited,,,,,,,,(also listed as Top Sky Consultants Limited) Room C and D 1/F Uwa Building 18-19 Connaught Road West Sheung Wan Hong Kong Ph: 852 3188 9699 Fax: 852 2544 0306,,, ,23-Aug-19
2696,Goldman Asset Management,,,,,,,,/companies-you-should-not-deal-with/goldman-asset-management,,,,,,,,20  25th March Street  Office 101 P.O. Box 27785 Engomi 2433 LARNACA CYPRUS Ph : 357 24 0300 88 Fax: 357 24 0300 89 admin@goldmanassetmanagement.com enquire@goldmanassetmanagement.com trading@goldmanassetmanagement.com www.goldmanassetmanagement .com,,, ,23-Aug-19
2697,Goldman Sachs Asia Investment Management (Hong Kong) Limited,,,,,,,,/companies-you-should-not-deal-with/goldman-sachs-asia-investment-management-hong-kong-limited,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm Goldman Sachs: www.gs.com.au)Flat A  6/F Go-Up Commercial Building 998 Canton Road Mongkok  Kowloon Hong Kong,,, ,23-Aug-19
2698,Goldstein Investments,,,,,,,,/companies-you-should-not-deal-with/goldstein-investments,,,,,,,,Various email addresses in Argentina www.oilandgaswealth.com,,, ,23-Aug-19
2699,Goldwater Global Management,,,,,,,,/companies-you-should-not-deal-with/goldwater-global-management,,,,,,,,134-136 Avenue Des Vaillants 12 Brussel  Belgium www.ggmgt.com,,, ,23-Aug-19
2700,Goodwin Capital Management Limited,,,,,,,,/companies-you-should-not-deal-with/goodwin-capital-management-limited,,,,,,,,Korea First Bank Center  20th Floor Korea First Bank Building 100 Gongpyung dong Chongno gu Seoul 110 702 Korea www.goodwinadvisors.com,,, ,23-Aug-19
2701,GOptions,,,,,,,,/companies-you-should-not-deal-with/goptions,,,,,,,,(also known as Go Trading Technologies Ltd) 3rd floor C &amp; H Towers  Corner of Great Marlborough and Great George Streets  Roseau  Commonwealth of Dominica http://www.goptions.com,,, ,23-Aug-19
2702,Gordon Vaughn and Associates,,,,,,,,/companies-you-should-not-deal-with/gordon-vaughn-and-associates,,,,,,,,18 Westlands Rd  Hong Kong Ph:&nbsp; +852 5808 4179 Fax: +852 5808 2975 marketing@gvandassociates.com www.gvandassociates.com,,, ,23-Aug-19
2703,Gould Ventures,,,,,,,,/companies-you-should-not-deal-with/gould-ventures,,,,,,,,Dah Sing Life Building  99-105 Des Voeux Road  Central Hong Kong Tel: +852 30085895 Fax: +852 30085895 Web: www.gouldventures.net (now looks like it operates from http://www.gouldventuresgroup.com) Email: sales@gouldventures.net (now looks like it operates from sales@gouldventuresgroup.com),,, ,23-Aug-19
2704,Grace Morley & Associates,,,,,,,,/companies-you-should-not-deal-with/grace-morley-associates,,,,,,,,557 Madison Avenue New York NY 10002 USA Ph: (1) 212 937 3505 Fax: (1) 212 658 9177 www.gracemorley.com,,, ,23-Aug-19
2705,Grand Capital Inc,,,,,,,,/companies-you-should-not-deal-with/grand-capital-inc,,,,,,,,250 West 57th St New York NY10107 Ph 1 212 937 2270 Fax 1 718 732 2607 www.grandcapinc.com,,, ,23-Aug-19
2706,Grant Trust Company,,,,,,,,/companies-you-should-not-deal-with/grant-trust-company,,,,,,,,8350 Wilshire Boulevard Suite 200 Beverly Hills CA 90211 USA,,, ,23-Aug-19
2707,Graphene Sensors Inc,,,,,,,,/companies-you-should-not-deal-with/graphene-sensors-inc,,,,,,,,Vancouver Sales Office: Vancouver - Pacific Centre 701 West Georgia Street  Suite 1500  Vancouver  British Columbia  V7Y 1C6 Hong Kong Sales Office: 27/F E - Trade Plaza 24 Lee Chung Street  Chai Wan  Hong Kong http://www.graphene-sensors.com/,,, ,23-Aug-19
2708,Great Lakes Securities,,,,,,,,/companies-you-should-not-deal-with/great-lakes-securities,,,,,,,,(same fax telephone listing as International Options Exchange)28th Floor Suite 2800 440 South Lassalle Street Chicago II 60605 USA Ph 1 312 275 7778 Fax 1 312 275 7778 Email cs@gl-financial.com www.gl-financial.com/,,, ,23-Aug-19
2709,Great Wall Capital (GWC),,,,,,,,/companies-you-should-not-deal-with/great-wall-capital-gwc,,,,,,,,Unit 3202 457 Shan Xi Road  North Block 1 Shanghai 200040  Peoples Republic China Ph 86 21 6141 8456 Fax 852 23034441 www.gwcap.cn,,, ,23-Aug-19
2710,Greater Advisory,,,,,,,,/companies-you-should-not-deal-with/greater-advisory,,,,,,,,1325 Sixth Avenue  New York  NY 10019 Ph: 1 212 401 0892 Fax: 1 212 401 0693 info@greateradvisory.com www.greateradvisory.com,,, ,23-Aug-19
2711,Green Oak Ltd,,,,,,,,/companies-you-should-not-deal-with/green-oak-ltd,,,,,,,,Also known as&nbsp;RoiteksRozova Dolina 26 Sofia Bulgaria 1000  Boulevard Totleben 53-55 Sofia Bulgaria 1606P: +44 (20) 3455 4866 or&nbsp;+61 2 8317 3142 support@roiteks.com https://roiteks.com,,, ,23-Aug-19
2712,Green River Ou,,,,,,,,/companies-you-should-not-deal-with/green-river-ou,,,,,,,,also known as Jones Mutual and Invest Teck.Harju maakond Tallinn Keslinna linnaosa Parda tn 4  10151  Estonia 77 Sir John Rogerson's Quay Grand Canal Docklands Dublin IrelandPh: +353 -76 680 5512  +372- 880 4891Account name: GreenRiver OuBank name: Societe Generale,,GreenRiver Ou,21-Dec-18,14-Dec-21
2713,Green Street Ventures,,,,,,,,/companies-you-should-not-deal-with/green-street-ventures,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm Green Street Advisors  Inc. 567 San Nicolas Drive  Suite 200  Newport Beach  CA 92660  Ph 1 949 640 8780  Fax 1 949 640 1773  www.greenstreetadvisors.com which is registered with the SEC # 801-67196 and FINRA (CRD # 28937 ) as a registered broker dealer in the USA)  291 Hampton Road Southhampton NY 11968 Suite 200 567 San Nicolas Drive Newport Beach CA 92660 Ph 1 646 843 6979 Fax: 1 646 786 4693 www.greenstreetventures.us info@greenstreetventures.us,,, ,23-Aug-19
2714,Greentree Financial Advisors Inc,,,,,,,,/companies-you-should-not-deal-with/greentree-financial-advisors-inc,,,,,,,,2408 Richmond Road Staten Island NY 10306 Fax: 1 718732-2047 www.greentree-financial-advisors.us,,, ,23-Aug-19
2715,Greenwich Asia,,,,,,,,/companies-you-should-not-deal-with/greenwich-asia,,,,,,,,also known as Greenwich Asia GroupAddress: 22/F Times Square Tower 2  1 Matheson Street  Causeway Bay  Hong KongPh: +852-301-84923Email: info@greenwichasia.comWebsite: https://www.greenwichasia.com/Account name: GA PTE Limited Account number. 788 719 515 Bank name: DBS Bank (Hong Long) Limited,788 719 515,GA PTE Limited, ,23-Aug-19
2716,Greenwich Asia Group,,,,,,,,/companies-you-should-not-deal-with/greenwich-asia-group,,,,,,,,also known as Greenwich AsiaAddress: 22/F Times Square Tower 2  1 Matheson Street  Causeway Bay  Hong KongPh: +852-301-84923Email: info@greenwichasia.comWebsite: https://www.greenwichasia.com/Account name: GA PTE Limited Account number. 788 719 515 Bank name: DBS Bank (Hong Long) Limited,788 719 515,GA PTE Limited, ,23-Aug-19
2717,Greer Fox Yamato,,,,,,,,/companies-you-should-not-deal-with/greer-fox-yamato,,,,,,,,(Informed name changed from Cogan Davis &amp; Associates) Level 9 Edobori Bldg 2-1-1 Edobori Nishi-Ku Osaka 550 0002 Japan Ph: (81) 6 6225 1307 Fax: (816 6225 1274,,, ,23-Aug-19
2718,GRF Europe OÜ,,,,,,,,/companies-you-should-not-deal-with/grf-europe-ou,,,,,,,,also known as 4XFX.Address: Harju Maakond Tallinn Kesklinna Linnaosa Roosikrantsi tn 2-K397  10119  EstoniaPh: +4932229990017  +442080893668  +3726346223Email: support@4xfx.comwww.4xfx.com,,4XFX., ,24-Oct-19
2719,Griffin Mergers and Acquisitions Office,,,,,,,,/companies-you-should-not-deal-with/griffin-mergers-and-acquisitions-office,,,,,,,,8th &amp; Nicollet Mall Downtown Minneapolis MN 55402 8773 United States of America Ph 612 284 2417 Fax 612 677 3711 contact@griffinma.com,,, ,23-Aug-19
2720,GSI Markets,,,,,,,,/companies-you-should-not-deal-with/gsi-markets,,,,,,,,The Broadgate Tower  20 Primrose Street  London EC2A 2EW gsimarkets.com,,, ,23-Aug-19
2721,GT Options,,,,,,,,/companies-you-should-not-deal-with/gt-options,,,,,,,,17B  Garden House  NT111 22TL  UK,,, ,23-Aug-19
2722,Guaranty Consolidated,,,,,,,,/companies-you-should-not-deal-with/guaranty-consolidated,,,,,,,,102 West 23RD Street New York NY Ph 1646 4552335 Fax 1646 7923329 www.guarantyconsolidated.com info@guarantyconsolidated.com,,, ,23-Aug-19
2723,Gumpold Christian & Co.,,,,,,,,/companies-you-should-not-deal-with/gumpold-christian-co,,,,,,,,Addresses: Wealth Management Office - 25 Canada Square Canary Wharf London E14-5LBHeadquarters &amp; Compliance - 6167 Neustift AustriaBanking &amp; Administration Department - 21/F Tower Q  Manulife Financial Centre  223-231 Wai Yip Street  Kowloon  Hong KongPh: +852 5808 9525Email: Admin@gumpoldchristianandco.comWebsite: www.gumpoldchristianandco.comAccount name: Yingfung International Group Pty LtdAccount number: 000107986Bank name: DBS Bank (Hong Kong) LimitedAccount name: Hong Kong Vast Dream LimitedAccount number: 864530023159Bank name: Industrial and Commercial Bank of China (Asia) Limited,,,09-Oct-18,14-Dec-21
